hname/C:sname/C:id0/I:id1/I:id2/I:id3/I:first/D:stampSec/D:mi.fMemUsed/D:mi.fSwapUsed/D:cI.fUser/D:cI.fSys/D:cI.fLoad1m/D:cI.fLoad5m/D:cI.fLoad15m/D:pI.fMemResident/D:pI.fMemVirtual/D:pI.fCpuUser/D:pI.fCpuSys/D:stampOldSec/D:miOld.fMemUsed/D:miOld.fSwapUsed/D:cIOld.fUser/D:cIOld.fSys/D:pIOld.fMemResident/D:pIOld.fMemVirtual/D:pIOld.fCpuUser/D:pIOld.fCpuSys/D:fileBytesRead/D:fileBytesWritten/D:fileCounter/D:fileReadCalls/D
macbook-pro-de-benjamin.home	Start	-1	-1	-1	-1	1458071801.62259	1458071801.62259	6480	1	0	0	1.2177734375	1.35693359375	1.39013671875	116.67578125	142.51953125	0.687385022640228	0.112242996692657	1458071801.63683	0	0	0	0	0	0	0	0	0	0	0	0	
macbook-pro-de-benjamin.home	CreateRawReader	-1	-1	-1	-1	1458071801.62259	1458071801.6373	6480	1	12.5	0	1.2177734375	1.35693359375	1.39013671875	116.6953125	142.51953125	0.687739014625549	0.113916002213955	1458071801.62259	6480	1	0	0	116.67578125	142.51953125	0.687385022640228	0.112242996692657	0	0	0	0	
macbook-pro-de-benjamin.home	InitCDB	-1	-1	-1	-1	1458071801.62259	1458071801.64941	6480	1	11.1111106872559	0	1.2177734375	1.35693359375	1.39013671875	116.69921875	142.51953125	0.687978982925415	0.115139000117779	1458071801.6373	6480	1	12.5	0	116.6953125	142.51953125	0.687739014625549	0.113916002213955	0	0	0	0	
macbook-pro-de-benjamin.home	LoadGeom	-1	-1	-1	-1	1458071801.62259	1458071804.241	6538	1	0	0	1.3603515625	1.3837890625	1.3994140625	176.16015625	209.28515625	1.49966394901276	0.176415994763374	1458071801.64941	6480	1	11.1111106872559	0	116.69921875	142.51953125	0.687978982925415	0.115139000117779	2262839	0	2	10	
macbook-pro-de-benjamin.home	CheckGeom	-1	-1	-1	-1	1458071801.62259	1458071804.25713	6538	1	0	0	1.3603515625	1.3837890625	1.3994140625	176.18359375	209.28515625	1.50151205062866	0.178198993206024	1458071804.241	6538	1	0	0	176.16015625	209.28515625	1.49966394901276	0.176415994763374	2262839	0	2	10	
macbook-pro-de-benjamin.home	MisalignGeom	-1	-1	-1	-1	1458071801.62259	1458071809.8679	6538	1	0	0	1.3310546875	1.376953125	1.39697265625	185.92578125	235.8671875	1.63538897037506	0.217959001660347	1458071804.25713	6538	1	0	0	176.18359375	209.28515625	1.50151205062866	0.178198993206024	2427617	0	8	40	
macbook-pro-de-benjamin.home	InitGRP	-1	-1	-1	-1	1458071801.62259	1458071812.33523	6554	1	0	0	1.30419921875	1.37060546875	1.39453125	201.95703125	253.91015625	1.72174000740051	0.241031005978584	1458071809.8679	6538	1	0	0	185.92578125	235.8671875	1.63538897037506	0.217959001660347	5642689	0	12	64	
macbook-pro-de-benjamin.home	LoadCDB	-1	-1	-1	-1	1458071801.62259	1458071948.47003	6783	1	0	0	1.45068359375	1.3515625	1.3779296875	430.4140625	504.59375	3.67071008682251	2.58824992179871	1458071812.33523	6554	1	0	0	201.95703125	253.91015625	1.72174000740051	0.241031005978584	57001566	0	97	489	
macbook-pro-de-benjamin.home	LoadTriggerScalersCDB	-1	-1	-1	-1	1458071801.62259	1458071950.56864	6778	1	0	0	1.49462890625	1.3623046875	1.38134765625	425.91796875	500.2578125	3.70313191413879	2.62337493896484	1458071948.47003	6783	1	0	0	430.4140625	504.59375	3.67071008682251	2.58824992179871	57464965	0	98	494	
macbook-pro-de-benjamin.home	LoadCTPTimeParamsCDB	-1	-1	-1	-1	1458071801.62259	1458071952.33362	6778	1	0	0	1.49462890625	1.3623046875	1.38134765625	425.96484375	500.765625	3.71387410163879	2.6400671005249	1458071950.56864	6778	1	0	0	425.91796875	500.2578125	3.70313191413879	2.62337493896484	57470979	0	100	504	
macbook-pro-de-benjamin.home	ReadIntensityInfoCDB	-1	-1	-1	-1	1458071801.62259	1458071953.88974	6782	1	0	0	1.53466796875	1.37255859375	1.384765625	429.78125	504.2734375	3.78134799003601	2.67739510536194	1458071952.33362	6778	1	0	0	425.96484375	500.765625	3.71387410163879	2.6400671005249	58352569	0	101	509	
macbook-pro-de-benjamin.home	InitRecoParams	-1	-1	-1	-1	1458071801.62259	1458071954.79481	6782	1	0	0	1.53466796875	1.37255859375	1.384765625	429.93359375	504.78125	3.789057970047	2.68779110908508	1458071953.88974	6782	1	0	0	429.78125	504.2734375	3.78134799003601	2.67739510536194	58357279	0	102	514	
macbook-pro-de-benjamin.home	LoadLoader	-1	-1	-1	-1	1458071801.62259	1458071954.88805	6785	1	0	0	1.53466796875	1.37255859375	1.384765625	433.71875	507.7890625	3.8639988899231	2.69498610496521	1458071954.79481	6782	1	0	0	429.93359375	504.78125	3.789057970047	2.68779110908508	59255128	0	105	531	
